10	5.111	None
10	None	4.5264334678649902
20	3.0661	None
20	None	3.4561142921447754
30	2.5331	None
30	None	2.4349236488342285
40	2.3202	None
40	None	2.4600722789764404
50	2.1407	None
50	None	2.5028579235076904
60	2.0387	None
60	None	2.5504937171936035
70	2.0061	None
70	None	2.582746744155884
80	1.9639	None
80	None	2.6071434020996094
90	1.9106	None
90	None	2.614260196685791
100	1.9314	None
100	None	2.6195316314697266
110	1.8709	None
110	None	2.6269609928131104
115	None	None
